review,vibe
대접받는 기분이 뭔지 깨닫게 되는 멋진 식당,
진짜 이 가격에 이 가 말이 되나,
알맞은 가격에 훌륭한 닭고기와 맥주,
"다만, 가미 식당 이용시 할인 혜택이 있는 카페의 불친절은 눈감아주자",
홍대에 숨어 있는 와인 맛집 처음가면 찾기가 조금 어려울 수도 있어요,
식샤에 홀려서 갔는데 플레이팅도 너무 예쁘고 음식도 너무 맛있었어요 가까우면 자주 가고품,
말씀드리고 싶을만큼 계속계속 치셔서 손가락 안아프신지,
이렇게 맛없고 서비스는 구린곳은 처음이네요 소스는 달고 국물은 싱겁네요 닭한마리 끓이는데 쇠국자를 같이 끓이구요 비추천입니다,
라면을 즐기는 새로운 방법,
부스석으로 되어있어서 룸처럼 프라이빗한 느낌입니다,
가격대비 훌륭한 우동을 즐길 수 있다는점에선 만족,
훌륭한 서비스와 깔끔함,
너무 시끄럽고 정신없는 분위기,
피아니스트 션오 사장님이 너무 친절해서 황송할 지경,
위생상태도 많이 좋아요 다만 화장실이 좌변식 화장실이라 여성분들이 이용하시기에 좀 불편할 수 있을 것 같아요,
너무 맛있네요,
가라아게는 웬만한 치킨집보다 맛있다,
연남동 맛집 중화복춘 연트럴파크 맛집 연남동 고급 맛집,
1인 고객도 부담없이 식사 할 수 있도록 1인 좌석이 준비되어 있으며 1인용 코스 메뉴도 있다,
서비스 방식도 바뀌었는데 고기류 질이 좋아졌음,
좋아요 ,
새마을식당 연탄불고기 고추장맛 짱 맛있어요 직원분들도 너무 친절하셔서 너무 좋아요,
간단하게 한잔 하기 좋음 홍대번화가에서는 조금떨어져 있어서 한적함,
가게가 협소해서 웨이팅 해야합니다,
정말 맛잇어요 최고,
2월에 처음 갔는데 맛있어서 진짜 자주갔어요,
메뉴들 너무맛있어서 거의 식사하러간다,
34년동안에 먹어 본 생와사비 중 최고,
국물의 진하기 여부는 조미료나 부가적인 소스의 진하기가 아닌데 사람들은 왜 이집 라멘의 국물이 와일드하다고 하는지 이해안감 그냥 소스의 진하기임,
진짜 맛있자 가성비대박 피맥으로 후회없는 곳,
좋아요 사장님 흥하세용,
먹다가 체할 뻔 했네요아무튼,
거의 다 먹고서 남은 츠케지루를 희석해 먹는 와리스프는 안 보여서 그냥 마시고 물을 두 컵 들이키고 나옴,
알바생분들이 중국인이 많지만 대화하는데는 무리가 없음 홍대에 훠궈를 먹고싶다면 반드시 가야할 곳이라고 생각함,
한식의 이미지와는 달리 소개팅을 해도 좋을 정도로 깔끔한 카페 분위기,
맛있어요 크고넓음,
안 먹으면 종종 생각나서 한번씩 찾게 되는 곳이에요 가격도 저렴하고 맛도 보장된 곳이에요 2인세트 시키면 그냥 딱임,
적절한 향신료향이랑 적당히 묽은 스프가 잘 어울린다 새우카레 먹었는데 고기류랑 더 잘 어울릴 거 같다 다음에는 닭고기 들어간 카레를 먹어보고 싶다 매운 거 잘 못 먹어도 매콤하게 먹고 싶다면 6단계를 추천한다 맛있게 맵다,
어디까지나 개인적인 취향입니다,
그냥 밥집,
일본에서 먹은 붓카케와 가장 비슷한 맛이남 면엄청 탱글쫄깃,
신촌에서 이정도 국밥은 좋은거같습니다,
먹어보자,
냉면 고기향이 진한게 맛나요 편육도 맛있어요,
푸드코트라고 부르기엔 좀 어색한 옛날 느낌의 공간에 처음엔 좀 낯설었지만 주방에 보이는 사장님은 전화에서 상냥함이 느껴졌던 그 사장님이 맞는 것처럼 보임,
별거 없는거 같은데,
최근에 블랙라면을 먹어봤는데 지방과 육수의 조화는 좋으나 좀 달다 싶음,
맛있고비쌈,
면발과 시원한 국물이 여름겨울 할 것 없이 중독적이다,
고기도 괜찮고 찬도 깔끔 그러나 가격에 대한 고지가 잘못된걸 알바가 실수했네 그렇게팔면 뭐가남냐느니 커뮤니케이션 미스니 얘기하는걸 보고 오만정이 떨어짐 삼겹살만 3인분이 할인가격임 다른걸 섞어도 똑같냐 물으니 맞다해서 섞어서 먹음 가격이 한참 위라서 여쭈니 돌아온 답변이 저거라 서운,
"오후 5시쯤 갔는데 대여섯 자리가 비어 있고, 뒤에 기다리는 사람이 한 그룹밖에 없는데도 저녁 시간이 가까워서 그런지 굳이 좁은 2인석에 앉으라고 2번씩 이야기하는 점원의 접객이 매우 신같아서 소문듣고 먹으러 갔다가 그냥 나왔습니다",
"곧 테이블에 자차이, 단무지, 앞접시, 식초베이스의 상큼한 소스가 준비됨",
피크타임 벗어나도 웨이팅이 상당한가계 직원들 서비스 마인드가 약간 떨어집니다,
다양한 맛을 골라 피자를 즐길 수 있는 곳,
감자튀김도 맛있어요,
"중국 본토의 맛과 서비스, 예약 필수 입니다",
맛은 있는데,
훌륭한 고기맛과 접객,
또 가서 먹고싶습니다,
조만간 또 방문할게요,
보통정도입니다,
가라아게가 진짜 어이없이 맛있었는데 단순히 튀김이라서가 아니라 튀김 옷부터가 맛있다,
근데 피자가 좀 짭네요,
음식도좋다,
샤브샤브외에도 맛잇는 음식들이 많아서 좋네요,
오너의 규칙이 많고 음식도 늦게 나오는데 기다린 만큼 맛있는 맛도 아니에요코스트코베이컨과 시즌샐러드만 있으면 만들수 있는팬케이크도 폭신은 하지만 약간의 화학적 도움을 받으면 집에서도 가능할것 같다는 생각이 들어요 식사하는 내내 가시방석이고 대체 왜 줄서는 건지 이해가 안가요 욕쟁이할머니 컨셉 비슷해서 인기있는걸까,
"오랫동안 사랑 받는데는, 그만한 이유가 있습니다",
활어초밥광어 12피스 15천원 5점 만점에 2점,
훌륭합니다,
많이 맵지는 않다,
"적당히 맛있는곳, 초벌이되어 고기가나옴",
저번주에 다녀왔는데 일단 지하 1층이 되게 넓어서 쾌적햇어요 플래터랑 치퐁치떡 시켯는데 떡볶이랑 치킨이랑 먹으니까 괜찮앗어요 퐁듀도 굳굳,
원하는 테이블 잡아서 먹긴 힘들어요,
먹기로 했다고 해서 그 메뉴가 좋아서 먹는 것도 아니고 메뉴를 저희가 잘못 시킨 것도 아닌데 메뉴 잘못 나온 것에 대해서 사과 한마디도 없으셨던 게 이해가 되지 않네요,
점심 미트볼 좋아요,
"김치찜에 영혼이 없고, 직원들도 영혼이 없다 그저그런 달짝지근한 식당김치맛",
좋아하는 식당 중 하나라서 자주 친구들 데리고 갔습니다,
종합 가격대가 의외 10000원 머 먹어보면 다시 또 가고 싶다,
항상 맛있고 분위기 좋아요,
주위 맛집들 많은데,
음식 맛도 깔끔하고 직원분들도 친절하셔서 좋았습니다 친구들한테도 추천했어요 맛있어서 ,
홍대 오시면 꼭 한번 드셔보세요,
정말 별하나도 아까운맛과,
보통 정도 맛있어요,
명이나물 맛있고 곱창전골 괜찮아요,
사람이 많음 3,
정말 맛있는 스시,
맛있지만 인원 수 대로 시켜야해서 양이 많아요,
많이주는데 비싸네양,
가게의 퀄이 잘 맞으니 덕질 좀 하며 칭찬해야겟다,
오래된 집 같아보임,
일단 회가 신선함,
이 집 내장 잘하네,
매운맛 때문인지 시큼함도 느껴지고,
내가 그 지역에 있다면 결론은 확실히 다시 올 것입니다 ,
국물짱 닭 깨끗,
계산 후 나오는길 구석진곳인데 찾아와주셔서 감사합니다 한마디에 여긴 재방문 2만프로 생성,
그러나 서빙하시는 분이 너무 퉁명스러워서 불편했어요,
고기를 구워주셔서 편합니다,
기본 시켰더니 다른 자리도 비었는데 굳이 가장 구석에 안좋은 자리줌,
황제살은 어느 부위고 이러한 이유때문에 황제살이다,
"이런 종류의 여행을 위해 외국에 간다면, 나는 느끼는 것을 느낄 것입니다",
친절하고 맛있었습니다,
한 피스 먹는 순간 별점 100만개 팡팡,
총평3점,
가성비의 베트남 음식점 날이 다르게 치솟는 베트남 음식점들을 생각하면 가성비로는 연남동 일대에서는 최고인듯,
제일 잘 나간다는 맨위에서 두번째인 쯩겨부터 네번째인 하이 샤오롱바오중에서 일단 쯩겨 하나랑 꾸어티얼말고 다른건 어떤게 좋을지 여쭤보니 하이 샤오롱바오가 차이가 좀 나는 맛이어서 괜찮을거 같다고 하셔서 그렇게 주문함,
그,
가성비 좋은 맛있는 초밥집이에요 밥이 양이 많아서 나중엔 좀 빼고 먹었어요,
짜장면 신선하고 맛나요,
여긴 좀 다르긴 달라요,
"짐 많다고 눈치 줘놓고, 어차피 사람 안오니까 옆에 짐 놔두라고 함 괜찮다고 2번 말함 계속 옆에 두라고 요구하면서 불편하게 함 좌불안석 7",
고기는 육즙이 많았습니다,
화장실 문만 좀 깨끗하게 만들어주세요,
두번째 방문입니다,
있고 장소도 매우 협소합니다 ,
드레싱 더 주시는게 어려운 일도 아니지 않나요그리고 9시 마감인건 압니다만,
식사후에는 1층의 슈펜매장에서 쇼핑도 즐기고,
첨엔 왠 콘인가,
면이 쫄깃하고 간이 적당하여 좋았어요 이만한 중국집 요새는 잘없는듯,
저희가 그 직원한테 엄청 큰 잘못한줄알았습니다,
동치미 무나 백김치는 살짝 시큼하면서도 시원하고 인위적인 단맛이 없이 은은하게 뒤에서 느껴지는 단맛이 좋음,
비오는날 이여서 몇 매장 문 닫았는데 와서 잘 먹었어요,
감사합니다,
좋은 한국식 바베큐 레스토랑,
테라스가 좋아요,
밑반찬도 맛있어요,
"20 , , 20",
", 30,000 ,",
리코타치즈팬케이크도 너무 맛나요,
"여기는 왠지 초밥전문점인듯, 아닌듯",
약간 질리는 느낌이에요 감자튀김에 설탕같은 감칠맛나는 단 걸 뿌렸는데 처음엔 맛있다가 점점 질리네요,
다들 안하고 있어서 안물어봄 가격은 둘이 가면 1215정도 생각하세요,
일부 재료가 떨어지면 훌륭한 대안이 있습니다,
같이 간 중학생 딸래미가 두번 세번 벨을 누르자 주문 받으러 오셨어요,
훠궈세트 2인분 먹었다,
맛이 예전보다 덜한듯 합니다,
홍대 최애 맛집입니다,
가성비좋아요,
"정말 비싼 70,000 원 갈비 1 개만 얻을 수 있습니다",
레몬소스와 크림소스가 어우러진 크림새우가 별미,
매우 합리적인 가격과 치킨이 맛있습니다,
기름지고 부담스러울수도 있겠지만 그런거 기대하고 간거라 괜찮았음,
맛난 점심 먹고 왔어요,
고기도 연하고 맛있습니다,
톤지루는 시원했지만 밥이랑 딱히 어울리지 않는 메뉴 구성인듯함,
생각보다 맛난곳이요 베트남 현지랑 비슷한듯,
치킨의양은 의심스러웠다나한텐 적었음 그치만 치킨과 카레의 색다른만남으로 나의 미각을놀라게하는 맛이였다,
"어짜피 베이스는 똑같으니까 많이 차이는 없겠지만, 맛있는 순대는 아니라고 했음",
일단 회는 맛있고요,
우동면은 매우 쫄깃하고 국물도 깔끔하고 감칠맛이 도는 맛입니다,
대기가 꽤 있는 것 같았지만 바쁜 시간을 피해서 가니 여유있게 즐길 수 있었음,
비린내나고 이상해짐 상호도 바뀜,
"샐러드, 새우 부르스게따, 라따뚜이와 바라문디, 살치살 스테이크와 엔초비 파스타, 크렘불레",
물렁뼈꼬지랑 간꼬지는 개인취향으로는 한입먹고 남겼으니 나처럼 초딩입맛인 분들은 그냥 단품으로 자신이 먹고싶은거 사는 걸 추천,
그래서 방문한 날에는 먹을 수가 없었다,
삿포로에서 먹었던 스프카레가 너무 그리워서 찾아간곳입니다,
하지만 맛은 예상과 달리 실망,
"훌륭한 음식, 훌륭한 사람들, 훌륭한",
치킨도 부드럽고 맛있어요,
단무지는 없고 김치는 따로 부탁해야 내준다는 것도 아쉽다,
깔끔하게 청결함,
마라탕 딴데 맛없어서 안먹다가 훠궈먹엇는데 여기서 맛있었음,
샤프란 리조또와 트러플 파스타 추천이요,
식탁과 바닥이 청결하지못해서 끈적끈적거림 5,
그저 존맛,
전은 그냥 전집전맛,
근데 가격이 좀 나간다,
밥까지 말아먹으면 ,
존마탱,
다 맘에 들었는데 더러워서 진짜 가격만 그렇게 받고 기본이 없네요,
거의 40분 정도 기다린 듯,
줄서서 기다리는 것이 싫어서 다시올지는 모르겠지만 인내심이 많은 사람이라면 추천한다,
"사실 저희는 음식 주실때마다 감사합니다, 수고하십니다",
요새 감성 식당,
밥도 리필이 무료로 되어서 좋았다,
토마호크가 인상적입니다,
홍대 근처 국밥집 중 최고,
별 두개는 순수 김치를 위한 점수입니다,
그런데 여기,
부가케 우동이 메인인것 같지만 개인적으로는 계란우동이 더 맛있던것 같습니다,
도로세트 오토로4개 나온다길래 시켰는데 오토로 안주신듯,
치킨맛도 평범합니다,
진한 닭육수,
한식당 답지않게 레스토랑같은 비주얼이 너무 좋았습니다,
"여기 꼬치 레알 굿굿, 개인적으로 볼살 및 파 추천",
중식당중에 가장 중식에가까움 취향탈수있습니다,
진짜 진짜 맛있어요 엊그제 입맛에 안 맞는 곱창 먹어사 속상했는데 다 풀릴정도로 맛있어요 특히 곱이 꽉 차있고 질기지가 않아서 너무 좋아요 굳 추천,
사장님 맛있게 잘먹고갑니다 재방문기억해주시고 육사시미 서비스로 주신건 비밀로할게요 20만원 나왔으니 곱창 환장하시는분들은 단디 각오하고 가세요,
다음엔 거길 가봐야겠어요,
영하 10도 온도에도 불구하고 웨이팅이 엄청났습니다,
음 가격대비 셀프서비스인것도 그렇고 맛나다하는 그런것도 별로,
친구들이랑 갔는데 나눠먹을수잇게 반으로 잘라주셔서 좋았어요 맛있고 배부름 ,
베트남 음식하면 워낙 가게가 많아서 뻔한 메뉴밖에 없는데 이곳은 다양한 메뉴를 판매하고 있어서 베트남 음식을 좀더 다양하게 즐겨보고 싶은 분들에게 추천합니다,
